instance,method,seed,best,wall,shap_time,fit_time,refreshes
abz5,SG-ACO,15,1933,2.33,0.512,1.389,2
abz5,AS-std,16,1670,0.36,0.000,0.000,0
abz5,MMAS,16,1637,0.31,0.000,0.000,0
abz5,Tabu,16,1451,0.00,0.000,0.000,0
abz5,SHAP-off,16,1997,0.35,0.000,0.000,0
abz5,SG-ACO,16,2024,2.29,0.494,1.379,2
abz5,AS-std,17,1854,0.33,0.000,0.000,0
abz5,MMAS,17,1598,0.31,0.000,0.000,0
abz5,Tabu,17,1451,0.00,0.000,0.000,0
abz5,SHAP-off,17,2016,0.36,0.000,0.000,0
abz5,SG-ACO,17,1904,2.29,0.486,1.387,2
abz5,AS-std,18,1700,0.33,0.000,0.000,0
abz5,MMAS,18,1700,0.33,0.000,0.000,0
abz5,Tabu,18,1451,0.00,0.000,0.000,0
abz5,SHAP-off,18,2018,0.36,0.000,0.000,0
abz5,SG-ACO,18,1833,2.34,0.512,1.401,2
abz5,AS-std,19,1741,0.32,0.000,0.000,0
abz5,MMAS,19,1679,0.32,0.000,0.000,0
abz5,Tabu,19,1417,0.00,0.000,0.000,0
abz5,SHAP-off,19,2105,0.37,0.000,0.000,0
abz5,SG-ACO,19,1890,2.62,0.623,1.547,2
abz5,AS-std,20,1805,0.33,0.000,0.000,0
abz5,MMAS,20,1772,0.31,0.000,0.000,0
abz5,Tabu,20,1451,0.00,0.000,0.000,0
abz5,SHAP-off,20,1986,0.37,0.000,0.000,0
abz5,SG-ACO,20,1986,2.21,0.478,1.327,2
abz5,AS-std,21,1702,0.33,0.000,0.000,0
abz5,MMAS,21,1680,0.31,0.000,0.000,0
abz5,Tabu,21,1451,0.00,0.000,0.000,0
abz5,SHAP-off,21,2058,0.35,0.000,0.000,0
abz5,SG-ACO,21,1873,2.21,0.477,1.330,2
abz5,AS-std,22,1786,0.32,0.000,0.000,0
abz5,MMAS,22,1702,0.31,0.000,0.000,0
abz5,Tabu,22,1451,0.00,0.000,0.000,0
abz5,SHAP-off,22,1946,0.36,0.000,0.000,0
abz5,SG-ACO,22,1946,3.32,0.760,2.119,3
abz5,AS-std,23,1725,0.34,0.000,0.000,0
abz5,MMAS,23,1725,0.31,0.000,0.000,0
abz5,Tabu,23,1417,0.01,0.000,0.000,0
abz5,SHAP-off,23,2091,0.35,0.000,0.000,0
abz5,SG-ACO,23,1948,2.30,0.503,1.365,2
abz5,AS-std,24,1738,0.34,0.000,0.000,0
abz5,MMAS,24,1774,0.33,0.000,0.000,0
abz5,Tabu,24,1417,0.00,0.000,0.000,0
abz5,SHAP-off,24,2036,0.38,0.000,0.000,0
abz5,SG-ACO,24,1886,2.34,0.477,1.425,2
abz5,AS-std,25,1776,0.33,0.000,0.000,0
abz5,MMAS,25,1754,0.32,0.000,0.000,0
abz5,Tabu,25,1451,0.00,0.000,0.000,0
abz5,SHAP-off,25,1939,0.35,0.000,0.000,0
abz5,SG-ACO,25,1922,2.22,0.481,1.329,2
orb01,SPT,0,2522,0,0,0,0
orb01,MWKR,0,1716,0,0,0,0
orb01,MOR,0,1524,0,0,0,0
orb01,AS-std,1,1671,0.33,0.000,0.000,0
orb01,MMAS,1,1676,0.30,0.000,0.000,0
orb01,Tabu,1,1595,0.00,0.000,0.000,0
orb01,SHAP-off,1,1638,0.35,0.000,0.000,0
orb01,SG-ACO,1,1638,1.32,0.244,0.695,1
orb01,AS-std,2,1609,0.33,0.000,0.000,0
orb01,MMAS,2,1457,0.31,0.000,0.000,0
orb01,Tabu,2,1595,0.00,0.000,0.000,0
orb01,SHAP-off,2,1637,0.35,0.000,0.000,0
orb01,SG-ACO,2,1637,1.33,0.236,0.701,1
orb01,AS-std,3,1599,0.33,0.000,0.000,0
orb01,MMAS,3,1598,0.31,0.000,0.000,0
orb01,Tabu,3,1595,0.00,0.000,0.000,0
orb01,SHAP-off,3,1748,0.35,0.000,0.000,0
orb01,SG-ACO,3,1680,2.56,0.555,1.552,2
orb01,AS-std,4,1685,0.36,0.000,0.000,0
orb01,MMAS,4,1596,0.31,0.000,0.000,0
orb01,Tabu,4,1595,0.00,0.000,0.000,0
orb01,SHAP-off,4,1698,0.35,0.000,0.000,0
orb01,SG-ACO,4,1720,1.41,0.270,0.757,1
orb01,AS-std,5,1609,0.36,0.000,0.000,0
orb01,MMAS,5,1602,0.32,0.000,0.000,0
orb01,Tabu,5,1595,0.00,0.000,0.000,0
orb01,SHAP-off,5,1685,0.35,0.000,0.000,0
orb01,SG-ACO,5,1685,2.50,0.544,1.547,2
orb01,AS-std,6,1556,0.33,0.000,0.000,0
orb01,MMAS,6,1556,0.30,0.000,0.000,0
orb01,Tabu,6,1595,0.00,0.000,0.000,0
orb01,SHAP-off,6,1668,0.37,0.000,0.000,0
orb01,SG-ACO,6,1654,2.36,0.505,1.441,2
orb01,AS-std,7,1635,0.32,0.000,0.000,0
orb01,MMAS,7,1623,0.31,0.000,0.000,0
orb01,Tabu,7,1595,0.00,0.000,0.000,0
orb01,SHAP-off,7,1747,0.37,0.000,0.000,0
orb01,SG-ACO,7,1747,2.55,0.560,1.561,2
orb01,AS-std,8,1617,0.33,0.000,0.000,0
orb01,MMAS,8,1584,0.32,0.000,0.000,0
orb01,Tabu,8,1595,0.00,0.000,0.000,0
orb01,SHAP-off,8,1657,0.36,0.000,0.000,0
orb01,SG-ACO,8,1657,1.35,0.243,0.716,1
orb01,AS-std,9,1537,0.33,0.000,0.000,0
orb01,MMAS,9,1529,0.31,0.000,0.000,0
orb01,Tabu,9,1595,0.00,0.000,0.000,0
orb01,SHAP-off,9,1708,0.35,0.000,0.000,0
orb01,SG-ACO,9,1731,2.58,0.575,1.575,2
orb01,AS-std,10,1619,0.33,0.000,0.000,0
orb01,MMAS,10,1602,0.32,0.000,0.000,0
orb01,Tabu,10,1595,0.00,0.000,0.000,0
orb01,SHAP-off,10,1648,0.35,0.000,0.000,0
orb01,SG-ACO,10,1726,2.47,0.531,1.518,2
orb01,AS-std,11,1541,0.33,0.000,0.000,0
orb01,MMAS,11,1629,0.32,0.000,0.000,0
orb01,Tabu,11,1595,0.00,0.000,0.000,0
orb01,SHAP-off,11,1651,0.36,0.000,0.000,0
orb01,SG-ACO,11,1651,1.33,0.237,0.701,1
orb01,AS-std,12,1606,0.33,0.000,0.000,0
orb01,MMAS,12,1633,0.32,0.000,0.000,0
orb01,Tabu,12,1595,0.00,0.000,0.000,0
orb01,SHAP-off,12,1740,0.36,0.000,0.000,0
orb01,SG-ACO,12,1747,1.41,0.266,0.749,1
orb01,AS-std,13,1670,0.33,0.000,0.000,0
orb01,MMAS,13,1652,0.31,0.000,0.000,0
orb01,Tabu,13,1595,0.00,0.000,0.000,0
orb01,SHAP-off,13,1730,0.36,0.000,0.000,0
orb01,SG-ACO,13,1607,2.40,0.508,1.476,2
orb01,AS-std,14,1559,0.33,0.000,0.000,0
orb01,MMAS,14,1622,0.32,0.000,0.000,0
orb01,Tabu,14,1595,0.00,0.000,0.000,0
orb01,SHAP-off,14,1673,0.36,0.000,0.000,0
orb01,SG-ACO,14,1673,1.38,0.241,0.734,1
orb01,AS-std,15,1633,0.32,0.000,0.000,0
orb01,MMAS,15,1607,0.32,0.000,0.000,0
orb01,Tabu,15,1595,0.00,0.000,0.000,0
orb01,SHAP-off,15,1675,0.36,0.000,0.000,0
orb01,SG-ACO,15,1721,3.60,0.815,2.322,3
orb01,AS-std,16,1605,0.33,0.000,0.000,0
orb01,MMAS,16,1572,0.31,0.000,0.000,0
orb01,Tabu,16,1595,0.00,0.000,0.000,0
orb01,SHAP-off,16,1676,0.36,0.000,0.000,0
orb01,SG-ACO,16,1676,2.37,0.507,1.451,2
orb01,AS-std,17,1650,0.33,0.000,0.000,0
orb01,MMAS,17,1561,0.32,0.000,0.000,0
orb01,Tabu,17,1551,0.00,0.000,0.000,0
orb01,SHAP-off,17,1664,0.41,0.000,0.000,0
orb01,SG-ACO,17,1664,2.37,0.502,1.460,2
orb01,AS-std,18,1570,0.32,0.000,0.000,0
orb01,MMAS,18,1539,0.31,0.000,0.000,0
orb01,Tabu,18,1595,0.00,0.000,0.000,0
orb01,SHAP-off,18,1687,0.35,0.000,0.000,0
orb01,SG-ACO,18,1691,2.41,0.528,1.469,2
orb01,AS-std,19,1666,0.33,0.000,0.000,0
orb01,MMAS,19,1643,0.30,0.000,0.000,0
orb01,Tabu,19,1551,0.00,0.000,0.000,0
orb01,SHAP-off,19,1673,0.35,0.000,0.000,0
orb01,SG-ACO,19,1582,2.31,0.501,1.406,2
orb01,AS-std,20,1580,0.32,0.000,0.000,0
orb01,MMAS,20,1580,0.30,0.000,0.000,0
orb01,Tabu,20,1595,0.00,0.000,0.000,0
orb01,SHAP-off,20,1688,0.37,0.000,0.000,0
orb01,SG-ACO,20,1673,2.42,0.533,1.479,2
orb01,AS-std,21,1620,0.32,0.000,0.000,0
orb01,MMAS,21,1608,0.30,0.000,0.000,0
orb01,Tabu,21,1595,0.00,0.000,0.000,0
orb01,SHAP-off,21,1697,0.34,0.000,0.000,0
orb01,SG-ACO,21,1606,2.38,0.521,1.453,2
orb01,AS-std,22,1589,0.32,0.000,0.000,0
orb01,MMAS,22,1608,0.30,0.000,0.000,0
orb01,Tabu,22,1595,0.00,0.000,0.000,0
orb01,SHAP-off,22,1725,0.35,0.000,0.000,0
orb01,SG-ACO,22,1587,2.43,0.529,1.479,2
orb01,AS-std,23,1631,0.33,0.000,0.000,0
orb01,MMAS,23,1632,0.31,0.000,0.000,0
orb01,Tabu,23,1595,0.00,0.000,0.000,0
orb01,SHAP-off,23,1609,0.36,0.000,0.000,0
orb01,SG-ACO,23,1609,1.32,0.244,0.691,1
orb01,AS-std,24,1598,0.33,0.000,0.000,0
orb01,MMAS,24,1629,0.31,0.000,0.000,0
orb01,Tabu,24,1595,0.00,0.000,0.000,0
orb01,SHAP-off,24,1683,0.40,0.000,0.000,0
orb01,SG-ACO,24,1681,2.58,0.547,1.555,2
orb01,AS-std,25,1648,0.34,0.000,0.000,0
orb01,MMAS,25,1624,0.30,0.000,0.000,0
orb01,Tabu,25,1595,0.00,0.000,0.000,0
orb01,SHAP-off,25,1750,0.35,0.000,0.000,0
orb01,SG-ACO,25,1722,2.59,0.607,1.560,2
ta01,SPT,0,6493,0,0,0,0
ta01,MWKR,0,1865,0,0,0,0
ta01,MOR,0,1596,0,0,0,0
ta01,AS-std,1,2449,0.84,0.000,0.000,0
ta01,MMAS,1,2443,0.83,0.000,0.000,0
ta01,Tabu,1,1775,0.00,0.000,0.000,0
ta01,SHAP-off,1,2356,0.96,0.000,0.000,0
ta01,SG-ACO,1,2421,3.64,0.669,1.915,2
ta01,AS-std,2,2242,0.89,0.000,0.000,0
ta01,MMAS,2,2415,0.89,0.000,0.000,0
ta01,Tabu,2,1775,0.00,0.000,0.000,0
ta01,SHAP-off,2,2392,0.98,0.000,0.000,0
ta01,SG-ACO,2,2327,3.62,0.673,1.893,2
ta01,AS-std,3,2371,0.83,0.000,0.000,0
ta01,MMAS,3,2454,0.83,0.000,0.000,0
ta01,Tabu,3,1775,0.00,0.000,0.000,0
ta01,SHAP-off,3,2287,0.96,0.000,0.000,0
ta01,SG-ACO,3,2433,3.56,0.672,1.850,2
ta01,AS-std,4,2340,0.83,0.000,0.000,0
ta01,MMAS,4,2433,0.85,0.000,0.000,0
ta01,Tabu,4,1775,0.00,0.000,0.000,0
ta01,SHAP-off,4,2317,0.93,0.000,0.000,0
ta01,SG-ACO,4,2440,3.54,0.687,1.830,2
ta01,AS-std,5,2347,0.84,0.000,0.000,0
ta01,MMAS,5,2322,0.85,0.000,0.000,0
ta01,Tabu,5,1775,0.00,0.000,0.000,0
ta01,SHAP-off,5,2407,0.96,0.000,0.000,0
ta01,SG-ACO,5,2263,3.57,0.675,1.843,2
ta01,AS-std,6,2318,0.83,0.000,0.000,0
ta01,MMAS,6,2471,0.82,0.000,0.000,0
ta01,Tabu,6,1775,0.00,0.000,0.000,0
ta01,SHAP-off,6,2295,0.96,0.000,0.000,0
ta01,SG-ACO,6,2406,3.61,0.691,1.874,2
ta01,AS-std,7,2413,0.87,0.000,0.000,0
ta01,MMAS,7,2383,0.83,0.000,0.000,0
ta01,Tabu,7,1775,0.00,0.000,0.000,0
ta01,SHAP-off,7,2302,0.93,0.000,0.000,0
ta01,SG-ACO,7,2465,2.32,0.340,0.978,1
ta01,AS-std,8,2345,0.83,0.000,0.000,0
ta01,MMAS,8,2364,0.82,0.000,0.000,0
ta01,Tabu,8,1775,0.00,0.000,0.000,0
ta01,SHAP-off,8,2398,0.94,0.000,0.000,0
ta01,SG-ACO,8,2416,3.56,0.678,1.856,2
ta01,AS-std,9,2394,0.84,0.000,0.000,0
ta01,MMAS,9,2500,0.82,0.000,0.000,0
ta01,Tabu,9,1775,0.00,0.000,0.000,0
ta01,SHAP-off,9,2078,0.94,0.000,0.000,0
ta01,SG-ACO,9,2078,2.25,0.349,0.921,1
ta01,AS-std,10,2476,0.81,0.000,0.000,0
ta01,MMAS,10,2394,0.81,0.000,0.000,0
ta01,Tabu,10,1775,0.00,0.000,0.000,0
ta01,SHAP-off,10,2329,0.93,0.000,0.000,0
ta01,SG-ACO,10,2330,2.26,0.336,0.935,1
ta01,AS-std,11,2366,0.82,0.000,0.000,0
ta01,MMAS,11,2301,0.82,0.000,0.000,0
ta01,Tabu,11,1775,0.00,0.000,0.000,0
ta01,SHAP-off,11,2365,0.93,0.000,0.000,0
ta01,SG-ACO,11,2369,3.63,0.675,1.876,2
ta01,AS-std,12,2425,0.86,0.000,0.000,0
ta01,MMAS,12,2342,0.84,0.000,0.000,0
ta01,Tabu,12,1775,0.00,0.000,0.000,0
ta01,SHAP-off,12,2392,0.95,0.000,0.000,0
ta01,SG-ACO,12,2413,2.29,0.346,0.932,1
ta01,AS-std,13,2304,0.85,0.000,0.000,0
ta01,MMAS,13,2374,0.81,0.000,0.000,0
ta01,Tabu,13,1775,0.00,0.000,0.000,0
ta01,SHAP-off,13,2402,0.97,0.000,0.000,0
ta01,SG-ACO,13,2402,2.28,0.337,0.943,1
ta01,AS-std,14,2409,0.84,0.000,0.000,0
ta01,MMAS,14,2417,0.83,0.000,0.000,0
ta01,Tabu,14,1775,0.00,0.000,0.000,0
ta01,SHAP-off,14,2163,0.93,0.000,0.000,0
ta01,SG-ACO,14,2210,3.58,0.689,1.847,2
ta01,AS-std,15,2436,0.84,0.000,0.000,0
ta01,MMAS,15,2447,0.84,0.000,0.000,0
ta01,Tabu,15,1775,0.00,0.000,0.000,0
ta01,SHAP-off,15,2347,0.96,0.000,0.000,0
ta01,SG-ACO,15,2421,3.56,0.680,1.858,2
ta01,AS-std,16,2401,0.83,0.000,0.000,0
ta01,MMAS,16,2419,0.83,0.000,0.000,0
ta01,Tabu,16,1775,0.00,0.000,0.000,0
ta01,SHAP-off,16,2438,0.94,0.000,0.000,0
ta01,SG-ACO,16,2255,3.59,0.680,1.847,2
ta01,AS-std,17,2318,0.83,0.000,0.000,0
ta01,MMAS,17,2520,0.81,0.000,0.000,0
ta01,Tabu,17,1775,0.00,0.000,0.000,0
ta01,SHAP-off,17,2379,1.00,0.000,0.000,0
ta01,SG-ACO,17,2456,3.70,0.697,1.899,2
ta01,AS-std,18,2369,0.84,0.000,0.000,0
ta01,MMAS,18,2292,0.83,0.000,0.000,0
ta01,Tabu,18,1775,0.00,0.000,0.000,0
ta01,SHAP-off,18,2333,0.96,0.000,0.000,0
ta01,SG-ACO,18,2333,2.31,0.353,0.961,1
ta01,AS-std,19,2390,0.82,0.000,0.000,0
ta01,MMAS,19,2354,0.82,0.000,0.000,0
ta01,Tabu,19,1775,0.00,0.000,0.000,0
ta01,SHAP-off,19,2405,0.93,0.000,0.000,0
ta01,SG-ACO,19,2331,3.59,0.669,1.878,2
ta01,AS-std,20,2394,0.84,0.000,0.000,0
ta01,MMAS,20,2397,0.83,0.000,0.000,0
ta01,Tabu,20,1775,0.00,0.000,0.000,0
ta01,SHAP-off,20,2327,0.94,0.000,0.000,0
ta01,SG-ACO,20,2327,2.24,0.338,0.927,1
ta01,AS-std,21,2236,0.82,0.000,0.000,0
ta01,MMAS,21,2334,0.82,0.000,0.000,0
ta01,Tabu,21,1775,0.00,0.000,0.000,0
ta01,SHAP-off,21,2424,0.94,0.000,0.000,0
ta01,SG-ACO,21,2468,2.28,0.341,0.920,1
ta01,AS-std,22,2430,0.85,0.000,0.000,0
ta01,MMAS,22,2276,0.83,0.000,0.000,0
ta01,Tabu,22,1775,0.00,0.000,0.000,0
ta01,SHAP-off,22,2421,0.97,0.000,0.000,0
ta01,SG-ACO,22,2280,4.91,1.024,2.776,3
ta01,AS-std,23,2354,0.81,0.000,0.000,0
ta01,MMAS,23,2439,0.82,0.000,0.000,0
ta01,Tabu,23,1775,0.00,0.000,0.000,0
ta01,SHAP-off,23,2383,0.97,0.000,0.000,0
ta01,SG-ACO,23,2448,3.57,0.672,1.849,2
ta01,AS-std,24,2370,0.82,0.000,0.000,0
ta01,MMAS,24,2336,0.82,0.000,0.000,0
ta01,Tabu,24,1775,0.00,0.000,0.000,0
ta01,SHAP-off,24,2245,0.93,0.000,0.000,0
ta01,SG-ACO,24,2245,2.23,0.341,0.910,1
ta01,AS-std,25,2270,0.85,0.000,0.000,0
ta01,MMAS,25,2402,0.85,0.000,0.000,0
ta01,Tabu,25,1775,0.00,0.000,0.000,0
ta01,SHAP-off,25,2336,0.95,0.000,0.000,0
ta01,SG-ACO,25,2418,3.56,0.677,1.843,2
ft06,ACS,1,69,0.10,0.000,0.000,0
ft06,ACS,2,67,0.09,0.000,0.000,0
ft06,ACS,3,67,0.09,0.000,0.000,0
ft06,ACS,4,69,0.09,0.000,0.000,0
ft06,ACS,5,68,0.09,0.000,0.000,0
ft06,ACS,6,65,0.09,0.000,0.000,0
ft06,ACS,7,65,0.09,0.000,0.000,0
ft06,ACS,8,68,0.09,0.000,0.000,0
ft06,ACS,9,61,0.09,0.000,0.000,0
ft06,ACS,10,68,0.09,0.000,0.000,0
ft06,ACS,11,64,0.10,0.000,0.000,0
ft06,ACS,12,67,0.09,0.000,0.000,0
ft06,ACS,13,61,0.09,0.000,0.000,0
ft06,ACS,14,70,0.09,0.000,0.000,0
ft06,ACS,15,71,0.09,0.000,0.000,0
ft06,ACS,16,70,0.09,0.000,0.000,0
ft06,ACS,17,65,0.09,0.000,0.000,0
ft06,ACS,18,64,0.09,0.000,0.000,0
ft06,ACS,19,71,0.09,0.000,0.000,0
ft06,ACS,20,72,0.09,0.000,0.000,0
ft06,ACS,21,67,0.09,0.000,0.000,0
ft06,ACS,22,64,0.09,0.000,0.000,0
ft06,ACS,23,76,0.09,0.000,0.000,0
ft06,ACS,24,71,0.09,0.000,0.000,0
ft06,ACS,25,66,0.09,0.000,0.000,0
la01,ACS,1,805,0.14,0.000,0.000,0
la01,ACS,2,823,0.14,0.000,0.000,0
la01,ACS,3,813,0.14,0.000,0.000,0
la01,ACS,4,770,0.14,0.000,0.000,0
la01,ACS,5,885,0.14,0.000,0.000,0
la01,ACS,6,824,0.14,0.000,0.000,0
la01,ACS,7,942,0.14,0.000,0.000,0
la01,ACS,8,941,0.14,0.000,0.000,0
la01,ACS,9,806,0.14,0.000,0.000,0
la01,ACS,10,790,0.14,0.000,0.000,0
la01,ACS,11,814,0.15,0.000,0.000,0
la01,ACS,12,820,0.14,0.000,0.000,0
la01,ACS,13,816,0.14,0.000,0.000,0
la01,ACS,14,803,0.14,0.000,0.000,0
la01,ACS,15,824,0.14,0.000,0.000,0
la01,ACS,16,866,0.14,0.000,0.000,0
la01,ACS,17,844,0.14,0.000,0.000,0
la01,ACS,18,777,0.15,0.000,0.000,0
la01,ACS,19,832,0.14,0.000,0.000,0
la01,ACS,20,802,0.14,0.000,0.000,0
la01,ACS,21,863,0.15,0.000,0.000,0
la01,ACS,22,861,0.14,0.000,0.000,0
la01,ACS,23,844,0.14,0.000,0.000,0
la01,ACS,24,813,0.14,0.000,0.000,0
la01,ACS,25,872,0.15,0.000,0.000,0
la02,ACS,1,834,0.14,0.000,0.000,0
la02,ACS,2,837,0.14,0.000,0.000,0
la02,ACS,3,837,0.13,0.000,0.000,0
la02,ACS,4,831,0.14,0.000,0.000,0
la02,ACS,5,833,0.13,0.000,0.000,0
la02,ACS,6,876,0.14,0.000,0.000,0
la02,ACS,7,803,0.15,0.000,0.000,0
la02,ACS,8,872,0.15,0.000,0.000,0
la02,ACS,9,926,0.14,0.000,0.000,0
la02,ACS,10,925,0.14,0.000,0.000,0
la02,ACS,11,903,0.14,0.000,0.000,0
la02,ACS,12,844,0.14,0.000,0.000,0
la02,ACS,13,885,0.14,0.000,0.000,0
la02,ACS,14,790,0.14,0.000,0.000,0
la02,ACS,15,945,0.15,0.000,0.000,0
la02,ACS,16,813,0.14,0.000,0.000,0
la02,ACS,17,860,0.14,0.000,0.000,0
la02,ACS,18,878,0.14,0.000,0.000,0
la02,ACS,19,879,0.14,0.000,0.000,0
la02,ACS,20,800,0.14,0.000,0.000,0
la02,ACS,21,901,0.13,0.000,0.000,0
la02,ACS,22,923,0.14,0.000,0.000,0
la02,ACS,23,794,0.14,0.000,0.000,0
la02,ACS,24,1023,0.13,0.000,0.000,0
la02,ACS,25,815,0.14,0.000,0.000,0
la03,ACS,1,755,0.13,0.000,0.000,0
la03,ACS,2,712,0.13,0.000,0.000,0
la03,ACS,3,755,0.13,0.000,0.000,0
la03,ACS,4,797,0.14,0.000,0.000,0
la03,ACS,5,768,0.13,0.000,0.000,0
la03,ACS,6,690,0.14,0.000,0.000,0
la03,ACS,7,733,0.13,0.000,0.000,0
la03,ACS,8,709,0.13,0.000,0.000,0
la03,ACS,9,714,0.13,0.000,0.000,0
la03,ACS,10,709,0.14,0.000,0.000,0
la03,ACS,11,709,0.13,0.000,0.000,0
la03,ACS,12,820,0.14,0.000,0.000,0
la03,ACS,13,677,0.13,0.000,0.000,0
la03,ACS,14,779,0.13,0.000,0.000,0
la03,ACS,15,766,0.14,0.000,0.000,0
la03,ACS,16,689,0.14,0.000,0.000,0
la03,ACS,17,772,0.14,0.000,0.000,0
la03,ACS,18,711,0.14,0.000,0.000,0
la03,ACS,19,739,0.13,0.000,0.000,0
la03,ACS,20,739,0.14,0.000,0.000,0
la03,ACS,21,765,0.14,0.000,0.000,0
la03,ACS,22,682,0.14,0.000,0.000,0
la03,ACS,23,784,0.14,0.000,0.000,0
la03,ACS,24,770,0.14,0.000,0.000,0
la03,ACS,25,767,0.14,0.000,0.000,0
la04,ACS,1,817,0.19,0.000,0.000,0
la04,ACS,2,794,0.15,0.000,0.000,0
la04,ACS,3,822,0.14,0.000,0.000,0
la04,ACS,4,813,0.15,0.000,0.000,0
la04,ACS,5,758,0.15,0.000,0.000,0
la04,ACS,6,774,0.14,0.000,0.000,0
la04,ACS,7,770,0.14,0.000,0.000,0
la04,ACS,8,778,0.14,0.000,0.000,0
la04,ACS,9,829,0.14,0.000,0.000,0
la04,ACS,10,869,0.14,0.000,0.000,0
la04,ACS,11,778,0.14,0.000,0.000,0
la04,ACS,12,815,0.14,0.000,0.000,0
la04,ACS,13,812,0.14,0.000,0.000,0
la04,ACS,14,834,0.14,0.000,0.000,0
la04,ACS,15,729,0.14,0.000,0.000,0
la04,ACS,16,789,0.14,0.000,0.000,0
la04,ACS,17,950,0.14,0.000,0.000,0
la04,ACS,18,818,0.14,0.000,0.000,0
la04,ACS,19,861,0.13,0.000,0.000,0
la04,ACS,20,819,0.14,0.000,0.000,0
la04,ACS,21,822,0.14,0.000,0.000,0
la04,ACS,22,821,0.14,0.000,0.000,0
la04,ACS,23,803,0.14,0.000,0.000,0
la04,ACS,24,880,0.15,0.000,0.000,0
la04,ACS,25,821,0.16,0.000,0.000,0
la05,ACS,1,790,0.13,0.000,0.000,0
la05,ACS,2,720,0.14,0.000,0.000,0
la05,ACS,3,754,0.14,0.000,0.000,0
la05,ACS,4,663,0.14,0.000,0.000,0
la05,ACS,5,833,0.14,0.000,0.000,0
la05,ACS,6,730,0.16,0.000,0.000,0
la05,ACS,7,791,0.14,0.000,0.000,0
la05,ACS,8,748,0.14,0.000,0.000,0
la05,ACS,9,733,0.13,0.000,0.000,0
la05,ACS,10,754,0.14,0.000,0.000,0
la05,ACS,11,761,0.14,0.000,0.000,0
la05,ACS,12,698,0.14,0.000,0.000,0
la05,ACS,13,836,0.14,0.000,0.000,0
la05,ACS,14,693,0.14,0.000,0.000,0
la05,ACS,15,668,0.14,0.000,0.000,0
la05,ACS,16,806,0.13,0.000,0.000,0
la05,ACS,17,767,0.13,0.000,0.000,0
la05,ACS,18,698,0.13,0.000,0.000,0
la05,ACS,19,751,0.14,0.000,0.000,0
la05,ACS,20,754,0.13,0.000,0.000,0
la05,ACS,21,786,0.13,0.000,0.000,0
la05,ACS,22,744,0.13,0.000,0.000,0
la05,ACS,23,702,0.14,0.000,0.000,0
la05,ACS,24,751,0.13,0.000,0.000,0
la05,ACS,25,737,0.13,0.000,0.000,0
ft10,ACS,1,1411,0.25,0.000,0.000,0
ft10,ACS,2,1495,0.26,0.000,0.000,0
ft10,ACS,3,1330,0.25,0.000,0.000,0
ft10,ACS,4,1302,0.25,0.000,0.000,0
ft10,ACS,5,1312,0.26,0.000,0.000,0
ft10,ACS,6,1465,0.25,0.000,0.000,0
ft10,ACS,7,1573,0.26,0.000,0.000,0
ft10,ACS,8,1371,0.25,0.000,0.000,0
ft10,ACS,9,1526,0.25,0.000,0.000,0
ft10,ACS,10,1558,0.26,0.000,0.000,0
ft10,ACS,11,1372,0.25,0.000,0.000,0
ft10,ACS,12,1326,0.25,0.000,0.000,0
ft10,ACS,13,1378,0.26,0.000,0.000,0
ft10,ACS,14,1448,0.26,0.000,0.000,0
ft10,ACS,15,1498,0.25,0.000,0.000,0
ft10,ACS,16,1453,0.25,0.000,0.000,0
ft10,ACS,17,1418,0.25,0.000,0.000,0
ft10,ACS,18,1491,0.25,0.000,0.000,0
ft10,ACS,19,1345,0.30,0.000,0.000,0
ft10,ACS,20,1294,0.27,0.000,0.000,0
ft10,ACS,21,1401,0.26,0.000,0.000,0
ft10,ACS,22,1503,0.27,0.000,0.000,0
ft10,ACS,23,1519,0.25,0.000,0.000,0
ft10,ACS,24,1542,0.27,0.000,0.000,0
ft10,ACS,25,1472,0.27,0.000,0.000,0
abz5,ACS,1,1944,0.27,0.000,0.000,0
abz5,ACS,2,1729,0.28,0.000,0.000,0
abz5,ACS,3,1878,0.27,0.000,0.000,0
abz5,ACS,4,1916,0.28,0.000,0.000,0
abz5,ACS,5,2187,0.27,0.000,0.000,0
abz5,ACS,6,1805,0.28,0.000,0.000,0
abz5,ACS,7,1935,0.27,0.000,0.000,0
abz5,ACS,8,1768,0.27,0.000,0.000,0
abz5,ACS,9,1886,0.26,0.000,0.000,0
abz5,ACS,10,1856,0.28,0.000,0.000,0
abz5,ACS,11,1787,0.27,0.000,0.000,0
abz5,ACS,12,1850,0.28,0.000,0.000,0
abz5,ACS,13,1835,0.27,0.000,0.000,0
abz5,ACS,14,2134,0.26,0.000,0.000,0
abz5,ACS,15,2110,0.28,0.000,0.000,0
abz5,ACS,16,1774,0.27,0.000,0.000,0
abz5,ACS,17,2182,0.26,0.000,0.000,0
abz5,ACS,18,1825,0.29,0.000,0.000,0
abz5,ACS,19,2028,0.29,0.000,0.000,0
abz5,ACS,20,2161,0.28,0.000,0.000,0
abz5,ACS,21,2211,0.26,0.000,0.000,0
abz5,ACS,22,2086,0.29,0.000,0.000,0
abz5,ACS,23,2111,0.27,0.000,0.000,0
abz5,ACS,24,1853,0.27,0.000,0.000,0
abz5,ACS,25,2117,0.29,0.000,0.000,0
orb01,ACS,1,1603,0.26,0.000,0.000,0
